Country,Year,Series,Value,Footnotes,Source
Cuba,2015,Current health expenditure (% of GDP),12.814,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Cuba,2000,Domestic general government health expenditure (% of total government expenditure),10.8023,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Cuba,2005,Domestic general government health expenditure (% of total government expenditure),11.6676,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Cuba,2010,Domestic general government health expenditure (% of total government expenditure),13.8658,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Cuba,2015,Domestic general government health expenditure (% of total government expenditure),18.2456,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Denmark,2000,Current health expenditure (% of GDP),8.1044,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Denmark,2005,Current health expenditure (% of GDP),9.0906,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Denmark,2010,Current health expenditure (% of GDP),10.3332,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Denmark,2015,Current health expenditure (% of GDP),10.2272,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Denmark,2000,Domestic general government health expenditure (% of total government expenditure),12.7837,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Denmark,2005,Domestic general government health expenditure (% of total government expenditure),14.8567,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Denmark,2010,Domestic general government health expenditure (% of total government expenditure),15.2937,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Denmark,2015,Domestic general government health expenditure (% of total government expenditure),15.7893,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Egypt,2000,Current health expenditure (% of GDP),4.9224,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Egypt,2005,Current health expenditure (% of GDP),4.9223,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Egypt,2010,Current health expenditure (% of GDP),4.1532,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Egypt,2015,Current health expenditure (% of GDP),5.3366,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Egypt,2000,Domestic general government health expenditure (% of total government expenditure),6.6637,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Egypt,2005,Domestic general government health expenditure (% of total government expenditure),5.2435,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Egypt,2010,Domestic general government health expenditure (% of total government expenditure),4.3616,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Egypt,2015,Domestic general government health expenditure (% of total government expenditure),5.058,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Estonia,2000,Current health expenditure (% of GDP),5.1645,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Estonia,2005,Current health expenditure (% of GDP),5.0913,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Estonia,2010,Current health expenditure (% of GDP),6.3337,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Estonia,2015,Current health expenditure (% of GDP),6.3863,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Estonia,2000,Domestic general government health expenditure (% of total government expenditure),10.7776,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Estonia,2005,Domestic general government health expenditure (% of total government expenditure),11.0847,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Estonia,2010,Domestic general government health expenditure (% of total government expenditure),11.5999,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Estonia,2015,Domestic general government health expenditure (% of total government expenditure),12.1412,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ethiopia,2000,Current health expenditure (% of GDP),4.365,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ethiopia,2005,Current health expenditure (% of GDP),4.101,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ethiopia,2010,Current health expenditure (% of GDP),5.4664,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ethiopia,2015,Current health expenditure (% of GDP),3.9449,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ethiopia,2000,Domestic general government health expenditure (% of total government expenditure),7.0286,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ethiopia,2005,Domestic general government health expenditure (% of total government expenditure),7.5489,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ethiopia,2010,Domestic general government health expenditure (% of total government expenditure),5.1063,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ethiopia,2015,Domestic general government health expenditure (% of total government expenditure),5.5721,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Fiji,2000,Current health expenditure (% of GDP),3.7226,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Fiji,2005,Current health expenditure (% of GDP),3.559,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Fiji,2010,Current health expenditure (% of GDP),3.7014,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Fiji,2015,Current health expenditure (% of GDP),3.5689,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Fiji,2000,Domestic general government health expenditure (% of total government expenditure),10.588,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Fiji,2005,Domestic general government health expenditure (% of total government expenditure),10.3595,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Fiji,2010,Domestic general government health expenditure (% of total government expenditure),8.5877,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Fiji,2015,Domestic general government health expenditure (% of total government expenditure),7.0442,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Finland,2000,Current health expenditure (% of GDP),6.8429,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Finland,2005,Current health expenditure (% of GDP),8.0039,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Finland,2010,Current health expenditure (% of GDP),8.8771,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Finland,2015,Current health expenditure (% of GDP),9.7041,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Finland,2000,Domestic general government health expenditure (% of total government expenditure),10.5839,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Finland,2005,Domestic general government health expenditure (% of total government expenditure),12.4783,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Finland,2010,Domestic general government health expenditure (% of total government expenditure),12.5261,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Finland,2015,Domestic general government health expenditure (% of total government expenditure),13.2016,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
France,2000,Current health expenditure (% of GDP),9.5845,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
France,2005,Current health expenditure (% of GDP),10.2148,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
France,2010,Current health expenditure (% of GDP),11.239,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
France,2015,Current health expenditure (% of GDP),11.4591,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
France,2000,Domestic general government health expenditure (% of total government expenditure),14.6369,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
France,2005,Domestic general government health expenditure (% of total government expenditure),15.0814,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
France,2010,Domestic general government health expenditure (% of total government expenditure),15.085,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
France,2015,Domestic general government health expenditure (% of total government expenditure),15.4709,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Gambia,2000,Current health expenditure (% of GDP),2.693,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Gambia,2005,Current health expenditure (% of GDP),2.8429,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Gambia,2010,Current health expenditure (% of GDP),3.3506,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Gambia,2015,Current health expenditure (% of GDP),3.0999,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Gambia,2000,Domestic general government health expenditure (% of total government expenditure),6.9182,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Gambia,2005,Domestic general government health expenditure (% of total government expenditure),10.4156,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Gambia,2010,Domestic general government health expenditure (% of total government expenditure),7.8139,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Gambia,2015,Domestic general government health expenditure (% of total government expenditure),2.7588,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Germany,2000,Current health expenditure (% of GDP),9.8373,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Germany,2005,Current health expenditure (% of GDP),10.2277,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Germany,2010,Current health expenditure (% of GDP),11.0054,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Germany,2015,Current health expenditure (% of GDP),11.088,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Germany,2000,Domestic general government health expenditure (% of total government expenditure),17.2087,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Germany,2005,Domestic general government health expenditure (% of total government expenditure),16.7817,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Germany,2010,Domestic general government health expenditure (% of total government expenditure),17.6422,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Germany,2015,Domestic general government health expenditure (% of total government expenditure),19.5147,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ghana,2000,Current health expenditure (% of GDP),2.8352,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ghana,2005,Current health expenditure (% of GDP),3.8258,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ghana,2010,Current health expenditure (% of GDP),4.6078,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ghana,2015,Current health expenditure (% of GDP),4.6217,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ghana,2000,Domestic general government health expenditure (% of total government expenditure),6.0149,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ghana,2005,Domestic general government health expenditure (% of total government expenditure),10.602,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ghana,2010,Domestic general government health expenditure (% of total government expenditure),11.9134,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ghana,2015,Domestic general government health expenditure (% of total government expenditure),8.5579,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Haiti,2000,Current health expenditure (% of GDP),6.8787,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Haiti,2005,Current health expenditure (% of GDP),5.5094,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Haiti,2010,Current health expenditure (% of GDP),8.1456,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Haiti,2015,Current health expenditure (% of GDP),8.6285,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Haiti,2000,Domestic general government health expenditure (% of total government expenditure),13.942,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Haiti,2005,Domestic general government health expenditure (% of total government expenditure),6.6438,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Haiti,2010,Domestic general government health expenditure (% of total government expenditure),6.4156,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Haiti,2015,Domestic general government health expenditure (% of total government expenditure),4.3643,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Hungary,2000,Current health expenditure (% of GDP),6.7648,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Hungary,2005,Current health expenditure (% of GDP),7.9969,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Hungary,2010,Current health expenditure (% of GDP),7.5199,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Hungary,2015,Current health expenditure (% of GDP),6.971,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Hungary,2000,Domestic general government health expenditure (% of total government expenditure),9.8863,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Hungary,2005,Domestic general government health expenditure (% of total government expenditure),11.3695,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Hungary,2010,Domestic general government health expenditure (% of total government expenditure),10.1601,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Hungary,2015,Domestic general government health expenditure (% of total government expenditure),9.4345,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iceland,2000,Current health expenditure (% of GDP),8.9511,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iceland,2005,Current health expenditure (% of GDP),9.1471,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iceland,2010,Current health expenditure (% of GDP),8.5323,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iceland,2015,Current health expenditure (% of GDP),8.1524,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iceland,2000,Domestic general government health expenditure (% of total government expenditure),17.6067,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iceland,2005,Domestic general government health expenditure (% of total government expenditure),18.0192,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iceland,2010,Domestic general government health expenditure (% of total government expenditure),14.3609,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iceland,2015,Domestic general government health expenditure (% of total government expenditure),15.8837,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
India,2000,Current health expenditure (% of GDP),4.0349,Provisional data.;Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
India,2005,Current health expenditure (% of GDP),3.7912,Provisional data.;Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
India,2010,Current health expenditure (% of GDP),3.2721,Provisional data.;Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
India,2015,Current health expenditure (% of GDP),3.5957,Provisional data.;Break in the time series.;Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
India,2000,Domestic general government health expenditure (% of total government expenditure),3.2907,Provisional data.;Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
India,2005,Domestic general government health expenditure (% of total government expenditure),3.0329,Provisional data.;Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
India,2010,Domestic general government health expenditure (% of total government expenditure),3.1116,Provisional data.;Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
India,2015,Domestic general government health expenditure (% of total government expenditure),3.3762,Provisional data.;Break in the time series.;Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Indonesia,2000,Current health expenditure (% of GDP),1.9093,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Indonesia,2005,Current health expenditure (% of GDP),2.5841,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Indonesia,2010,Current health expenditure (% of GDP),2.9609,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Indonesia,2015,Current health expenditure (% of GDP),3.0118,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Indonesia,2000,Domestic general government health expenditure (% of total government expenditure),3.5799,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Indonesia,2005,Domestic general government health expenditure (% of total government expenditure),4.1989,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Indonesia,2010,Domestic general government health expenditure (% of total government expenditure),4.5096,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Indonesia,2015,Domestic general government health expenditure (% of total government expenditure),6.9401,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iran (Islamic Republic of),2000,Current health expenditure (% of GDP),4.735,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iran (Islamic Republic of),2005,Current health expenditure (% of GDP),5.3057,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iran (Islamic Republic of),2010,Current health expenditure (% of GDP),6.7547,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iran (Islamic Republic of),2015,Current health expenditure (% of GDP),7.7606,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iran (Islamic Republic of),2000,Domestic general government health expenditure (% of total government expenditure),10.9524,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iran (Islamic Republic of),2005,Domestic general government health expenditure (% of total government expenditure),9.3597,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iran (Islamic Republic of),2010,Domestic general government health expenditure (% of total government expenditure),11.8872,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Iran (Islamic Republic of),2015,Domestic general government health expenditure (% of total government expenditure),22.5999,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ireland,2000,Current health expenditure (% of GDP),5.9053,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ireland,2005,Current health expenditure (% of GDP),7.6478,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ireland,2010,Current health expenditure (% of GDP),10.5034,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ireland,2015,Current health expenditure (% of GDP),7.3358,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ireland,2000,Domestic general government health expenditure (% of total government expenditure),14.8251,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ireland,2005,Domestic general government health expenditure (% of total government expenditure),18.0898,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ireland,2010,Domestic general government health expenditure (% of total government expenditure),12.3019,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Ireland,2015,Domestic general government health expenditure (% of total government expenditure),18.2665,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Israel,2000,Current health expenditure (% of GDP),6.8071,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Israel,2005,Current health expenditure (% of GDP),7.1298,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Israel,2010,Current health expenditure (% of GDP),7.0247,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Israel,2015,Current health expenditure (% of GDP),7.0865,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Israel,2000,Domestic general government health expenditure (% of total government expenditure),8.9381,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Israel,2005,Domestic general government health expenditure (% of total government expenditure),9.2835,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Israel,2010,Domestic general government health expenditure (% of total government expenditure),10.6541,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Israel,2015,Domestic general government health expenditure (% of total government expenditure),11.73,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Italy,2000,Current health expenditure (% of GDP),7.5804,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Italy,2005,Current health expenditure (% of GDP),8.3612,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Italy,2010,Current health expenditure (% of GDP),8.9536,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Italy,2015,Current health expenditure (% of GDP),8.988,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Italy,2000,Domestic general government health expenditure (% of total government expenditure),11.8127,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Italy,2005,Domestic general government health expenditure (% of total government expenditure),13.743,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Italy,2010,Domestic general government health expenditure (% of total government expenditure),14.0798,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Italy,2015,Domestic general government health expenditure (% of total government expenditure),13.338,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jamaica,2000,Current health expenditure (% of GDP),5.769,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jamaica,2005,Current health expenditure (% of GDP),4.4378,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jamaica,2010,Current health expenditure (% of GDP),5.0062,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jamaica,2015,Current health expenditure (% of GDP),5.6551,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jamaica,2000,Domestic general government health expenditure (% of total government expenditure),11.8415,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jamaica,2005,Domestic general government health expenditure (% of total government expenditure),7.6383,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jamaica,2010,Domestic general government health expenditure (% of total government expenditure),9.0174,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jamaica,2015,Domestic general government health expenditure (% of total government expenditure),12.8956,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Japan,2000,Current health expenditure (% of GDP),7.1509,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Japan,2005,Current health expenditure (% of GDP),7.7807,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Japan,2010,Current health expenditure (% of GDP),9.1568,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Japan,2015,Current health expenditure (% of GDP),10.8855,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Japan,2000,Domestic general government health expenditure (% of total government expenditure),15.3289,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Japan,2005,Domestic general government health expenditure (% of total government expenditure),17.7834,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Japan,2010,Domestic general government health expenditure (% of total government expenditure),18.94,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Japan,2015,Domestic general government health expenditure (% of total government expenditure),23.2067,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jordan,2000,Current health expenditure (% of GDP),9.6349,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jordan,2005,Current health expenditure (% of GDP),8.8627,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jordan,2010,Current health expenditure (% of GDP),8.3893,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jordan,2015,Current health expenditure (% of GDP),7.5932,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jordan,2000,Domestic general government health expenditure (% of total government expenditure),12.6891,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jordan,2005,Domestic general government health expenditure (% of total government expenditure),11.7867,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jordan,2010,Domestic general government health expenditure (% of total government expenditure),17.0206,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Jordan,2015,Domestic general government health expenditure (% of total government expenditure),12.2197,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kenya,2000,Current health expenditure (% of GDP),4.6392,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kenya,2005,Current health expenditure (% of GDP),5.3144,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kenya,2010,Current health expenditure (% of GDP),6.1168,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kenya,2015,Current health expenditure (% of GDP),5.2194,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Kenya,2000,Domestic general government health expenditure (% of total government expenditure),7.1053,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
